artist_id,artist_name,artist_handle,page_link,description,invited_by,twitter,instagram,n_following,n_followers
0x111fEB798fA5b3f21d6adcF6d1AE84Ef2b11c9F9,Keji,keji,https://foundation.app/@keji,"Self taught Sage
INT 3655
AGI 735
VIT 666",Aswoood,https://twitter.com/rottenmanggo,https://instagram.com/rottenmanggo,66,101
0x18D1d643721b624a29AbA5af257638b04B5df477,TronGuy,tronguy,https://foundation.app/@tronguy,I became a nerd icon when i uploaded my pic in 2004.,MisterK,,,0,8
0x53B9Ece4a6F3CcCe04Ea7A915b8717D47A6f9dad,Егор Голополосов,egor_golopolosov,https://foundation.app/@egor_golopolosov,"Crypto / digital / contemporary
artist from Russia
I create surreal digital canvases in my style. All work was created specifically for the FOUNDATION!",tkach_tem,https://twitter.com/EGolopolosov,,68,151
0xA0D197b77c9a2038598373252C48695c8d385d33,The Dress,thedress,https://foundation.app/@thedress,Creator and copyright owner of #thedress image,x4D0Fcc59fbf938941f17a900Ea87Df87d2Cad099,,,1,16
0x2790b55f4e18Eb1512bc532ffb0CF8e84455f654,George Pricope Galan,dead-pony,https://foundation.app/@dead-pony,Artist working in pre production for games,Voja,https://twitter.com/Leu24,,31,34
0x43646cB02ef205BAE0dc8aA4db0e354d4ad00aE7,Infinitum,infinitum,https://foundation.app/@infinitum,3D Artist,RA,,,7,44
0x8786d2C94B51A897D2eC3cEB344EECB4d618198C,Kervin Brisseaux,brisseaux,https://foundation.app/@brisseaux,"Haitian-American artist based in NYC.
Proud Husband and Father.
Maker of bright, colorful things.
Design Director at Vault49.",raccoonnook,https://twitter.com/brisseaux,https://instagram.com/brisseaux,34,203
0x70d6eB2B3b9a2a7D6D67c3f24c246BFFC05b48Ca,Noe Alonzo,noealz,https://foundation.app/@noealz,"Hi, my name is Noe Alonzo & I am a photographer living in Seoul, South Korea. I make art with my camera and I like to use animations as my influence; blurring the line between art and reality.",agk42,https://twitter.com/noealz,https://instagram.com/noealzii,49,656
0x2C474fed08B074fDAD8a9977A5fDce69d5a97Bf3,Mustak Naik,artsygamex,https://foundation.app/@artsygamex,"22yo, 3D Artist, Designer & Animator based in India. He is creating, 3d Illustrations, Environments, Characters, Automotive and Product design and animation.",sam_sato,https://twitter.com/artsyGamex,https://instagram.com/artsy_gamex,34,207
0x148A2AdeE55eCF1b238C72b959F0FcE312Cdda27,Red Moon Workshop,redmoonworkshop,https://foundation.app/@redmoonworkshop,"International art collective, indie artists and developers working together under the banner of Red Moon Workshop. Founded by Sirio Brozzi, collaborators include NCEmpire, ARCIEN, Shot One.",mobiusdisco,https://twitter.com/RedMoonWorkshop,,2,22
0x4B7816A33A8C9De00591d9A684B3360385BA42f7,FFNGRS,ffngrs,https://foundation.app/@ffngrs,"My name is Ilya, I am a freelance digital artist. I work with 2D and 3D graphics. I am inspired by non-trivial, expansive things. I work in an unusual acidic style, love skulls and chrome",Khov_k,https://twitter.com/ffngrs,https://instagram.com/ffngrs,24,63
0x5d4E840AeE5C438934a4DbF8687D9624BCa637D8,G ŁOWA,glowa,https://foundation.app/@glowa,"Short music animations of singular moments.
Using process of creation to explore feelings, that I cannot fully explain.
Scotland - UK",nicolassassoon,https://twitter.com/_GLOWA_,https://instagram.com/shaunglowa,31,150
0x1F4a8b457b5931351b4d31D3c8Fd75D77e2979d2,Gizem Dogan,gizemdogan,https://foundation.app/@gizemdogan,"Istanbul based digital artist who loves binary and hates reality ♡
01001000 01101001",Wobbleman,https://twitter.com/GizemCrypto,,4,274
0x983299CCD28A9820C59568b5b4b95c46dB99dF91,Josh Kao,joshkao,https://foundation.app/@joshkao,"Senior Concept Artist with 12+ years of experience working in games, film and animation.
At Riot Games on Valorant. Worked on Halo series, Call of Duty, Prey, X-Men First Class, Independence Day 2.",chinfongart,https://twitter.com/JoshKaoArt,,7,48
0x1Fc8606e18637a6beA9019F2e24D6eadFD54A98b,Fabio.exr,fabiofrangione,https://foundation.app/@fabiofrangione,"VFX Artist -Based in Montreal -From Italy.
Working for Hollywood productions, and enjoying CryptoArt.
Living my life 24 substeps at a Time",trzanko,,,0,3
0x39C60bAe189D4EBacB6616bB20D8c3a0abd7ea85,Legendary,legendary,https://foundation.app/@legendary,"Half artist, half degen.",asianjunkies,,,1,12
0x1eC9B60aAF97dFa9073534b95BF81F0923e599A1,Diogo Sampaio,diogosampaio,https://foundation.app/@diogosampaio,Digital artist trying to find a way to capture the impossible.,exolorian,https://twitter.com/strongsidstudio,,1,50
0x64108166812AA8ccd20c295c4d7c5745fd1F75Ad,Yönetim,cem,https://foundation.app/@cem,"Cem Yönetim is a Graphic Designer based in İstanbul. He conducts his research on type design, typography and animation.",GossipGoblin,https://twitter.com/Cemyntm,,3,27
0xCC1F3BD2122D90166cA6cE9F6B3BA4EC2C49621E,Authentic Auctions,authenticauctions,https://foundation.app/@authenticauctions,"We auction globally sourced authentic goods. Bid for both the digital and physical items!
Winners:
Please email authentic@mansuki.com w/ proof of purchase and shipping address.",,https://twitter.com/authenticNFT,,0,33
0xd8508842e7c583735813d09dcad886395d5e5E0c,Ragdoll,ragdoll,https://foundation.app/@ragdoll,Ragdoll is a 3D artist who simply loves to create abstract effects and eye-pleasing animations,markrenders,https://twitter.com/RGDL_,,13,62
0x3e2D1B0839d3Fd24E87589b88F4A9EFF0168c391,Gunnar Magnus,gunnarmagnus,https://foundation.app/@gunnarmagnus,"Gunnar is a mixed media artist focused on advancing motifs through visual evolutions in style, taking physical artworks and transforming them into new digital pieces.",gabrieldeanroberts,https://twitter.com/GunnarMagnus3,,23,50
0xfAE75D90908d123A26ABEA2b9E396E2419267153,Crypto Crystals,cryptocrystals,https://foundation.app/@cryptocrystals,"Crystal renders based on real structures. Each NFT is 1/1, mirroring nature, that no two crystals grow exactly the same.",FiveTimesNo,,https://instagram.com/jolted,41,342
0x9F09BFc6f139A93c4440EB72F6Eb2292443Bea9e,Rus Khasanov,rus,https://foundation.app/@rus,"Visual artist.
Clients: Adobe, Bloomberg, Dunkin', Fortune, IBM, GQ, MAC, Wired, etc.
Awards:
2016 Cannes Lions – Gold (IBM -""Art With Watson» Agency: Ogilvy & Mather)
2017 ADC Young Guns 15",davidportebeckefeld,https://twitter.com/RusKhasanov,,2,49
0xE5d604be1F9a39BE7cBeA510645b87df3558b442,Rizky D. Onto,edxius,https://foundation.app/@edxius,All-around wizard and your lovely indie creator. I find happiness through making art.,gordonzuchhold,https://twitter.com/cryptopaow,,2,18
0x593CB97647C3966Fd42ecc1676c1F457Ee976603,Oscar Pettersson,oscarpettersson,https://foundation.app/@oscarpettersson,"Perfect timing, on repeat, forever.",frickltd,https://twitter.com/Pettersson0scar,https://instagram.com/0scarpettersson,125,1263
0x53BfA1b84905E217889fdb45Fa3318Eb8E5b86F4,Gopi Krishan Ghosh,cg_fella_,https://foundation.app/@cg_fella_,"Hello! I am Gopi Krishan Ghosh, An artist with starry passion for vibrant cute and sweet artworks. My Artworks are usually driven by my inner emotions trying to express themselves.",ShaiNefer,https://twitter.com/CgFella,,24,604
0x830077D75c03eCD994c744Ef4D2DCA5ff4b8D52C,Jakub Rozalski,mrwerewolf,https://foundation.app/@mrwerewolf,"Jakub Rozalski, also known as a Mr. Werewolf. Independent visual artist and storyteller, creator of the 1920+ world. Also well known from full of storytelling and evocative, paintings.",erenarik,https://twitter.com/mr_werewolf_art,,58,276
0xeB383442930b45B559F74D9e40e220981A7374c7,Karim Boumjimar,pc,https://foundation.app/@pc,Mechanical concepts inside digital ones.,kimlaughton,https://twitter.com/BEIGETYPE,https://instagram.com/beigetype,2,58
0x8c91dEB76359F5bF27342D606311E9738f444780,Noelle Wood,noellewood,https://foundation.app/@noellewood,"Visual artist with a propensity for ethereal, painterly, and haunting self portraits.",KellyRobitaille,https://twitter.com/NoelleAnnWood,,10,87
0xEDD5D0a80724154C3A7EFc0aA65E5266f3627471,Eloh,eloh,https://foundation.app/@eloh,The Art of Dialectic. Unifying forces and stabilizing polarity to create beautiful structures out of chaos.,mantaxr,https://twitter.com/elohprojects,,3,181
0x3e3566b8A586BD94F61fBE08728Ca3305BFd59d6,Evil Pupil,evilpupil,https://foundation.app/@evilpupil,Artist and musician based in Montreal. Part of the 1st wave of experimental interactive content creator from the early 2000. Inspired by the beauty of inner darkness and minor chords progression.,praystation,https://twitter.com/PupilEvil,https://instagram.com/evilpupil_tv,126,117
0x9663c1dB5a9Cca008D7AFC07655b1db5d790A0BB,Yassine Oumghar,yassa,https://foundation.app/@yassa,"YASSA is a visual designer who has worked mainly in the dutch music industry but also has done work with Trippie red, Rarri ,6ix9ine and Meek mill.
Creates 2D/3D art and animation.",hexangel616,https://twitter.com/y_ssine,,25,119
0xc9Be3cab68203a77406033418dfF925364906D94,Bo Zonneveld,bozonneveld,https://foundation.app/@bozonneveld,"Concept Designer for Film/Games -
Spider-Man Homecoming - Captain Marvel - Guardians of The Galaxy II - DARK",silvaconceptart,,,1,14
0xbC1f51b74Ad7754839a1fCB4a86a3E75A6E1F544,Hakan Yılmaz,hakanyilmaz,https://foundation.app/@hakanyilmaz,I am seeking meaning,okanuckun,https://twitter.com/ikizinteki,https://instagram.com/hakanyilmaz.tv,71,118
0xe59D87E5298aC2fB24C2fC55D256cB8fcb696238,BitBuzz,cryptosteve,https://foundation.app/@cryptosteve,notfungible.com,,,,95,317
0x520A3B55C7B79eB040735D6fbc3b5759Fe3Ce173,CLOAKING,cloaking,https://foundation.app/@cloaking,Digital artist based in LA. Interested in all things Sci Fi and XR,PaulPlastic,https://twitter.com/CLOAKING_,,13,21
0x06c26040c364e9b5A570AF1664F0a4C088dE6171,Amelia Scarlett,scarlett_vfx,https://foundation.app/@scarlett_vfx,Boston-based VFX and 3D artist working mostly in Blender and Adobe. I have a background in film production and set design and I create surreal and photorealistic videos and images.,princelail,https://twitter.com/Scarlett_vfx,https://instagram.com/scarlett_vfx,97,139
0x6D938CbE86b4763691f702577d4046F656aCb3c8,Auroraxxxx,auroraxxxx,https://foundation.app/@auroraxxxx,Auroraxxxx#6940,frickltd,,,8,20
0xc271AC1f3878c6A5DaE2A5d494f39A4e44FE4057,Ler,deskrabbit,https://foundation.app/@deskrabbit,"Berkeley, CA-Based Designer / Technical Artist
Making things that make me happy. Hopefully they make you happy too.
There's always a way.",protanopia,https://twitter.com/ler_r,,94,86
0xa68C74eb95FB841fF18e4335deAbf75ddfB623b8,Nikita Peretiatko,peretiatko,https://foundation.app/@peretiatko,"I’m 21 years old Designer/ Director blending 3D, motion, VFX and graphic design",hellaquiti,https://twitter.com/Peretiatko_,https://instagram.com/peretiatko_nikita,73,139
0xA94173232c90C49B42C9E188e4cAfa16b7EAD937,kyle,kodrir,https://foundation.app/@kodrir,"Hi, I'm Kyle!
I am a 3D artist creating surreal imagery with a side of eyeballs.",Waarp,https://twitter.com/vx1k,,0,24
0xc330Df871362659Fcd27c87dF2aB4227cF41C5Af,Falreng,falreng,https://foundation.app/@falreng,"Falreng is a 3D artist based off France. He is on a continuous streak of one new artwork everyday since 2019, which has lead him to develop his abstract yet futuristic style.",tuomo,https://twitter.com/Falreng1,,21,70
0xA5A6FD616bEFdEBEcEe8e5723358291Bf404919A,Chris Hoffmann,uglystupidhonest,https://foundation.app/@uglystupidhonest,"I LOVE TO CREATE WORLDS , BIG OR SMALL WITH SOUND AND VISION SOMETHING THAT SUCKS YOU IN, LETS YOU CHANGE YOUR PERSPECTIVE OR SIMPLY INVITES YOU FOR A NICE SWIM IN A WARM PUDDLE OF ESCAPISM.",anf,,,0,38
0x4BD3d08BaE19C45B3BcE064BFEC0D5865bAf458a,IOYOI,ioyoi,https://foundation.app/@ioyoi,"IOYOI is currently focusing on the combination of voxel and painting, adding virtual world elements to make NFT have more possibilities.Currently a member of The Sandbox Creators Fund.",0x13BlockBeats,https://twitter.com/ioyoiioaoi,https://instagram.com/ioyoiioaoi,101,102
0x4dAD643f85a0583B943594a1834fc8D931Ff85ae,Pedro Maia,maiapedro,https://foundation.app/@maiapedro,"NFTs ANALOGUE REBELLION ✊
Portuguese artist working in the boundaries of analogue, digital arts and live performances. Works presented internationally at renowned festivals and institutions.",nic_hamilton,https://twitter.com/maiapedromaia,https://instagram.com/maiapedro,3,71
0x4059f3c0064cd380276DE8dbAb6935005535EeD6,Mr. Oscar,oscarasecas,https://foundation.app/@oscarasecas,3D Artist from México. I create characters with attitude.,darrenfuckingcraig,https://twitter.com/oscarasecas_,https://instagram.com/oscarasecas_,132,215
0xe1F541dAeE7601ED638765a61f308670CF446D3C,Daniel Crossan,danielcrossan,https://foundation.app/@danielcrossan,London based Artist and Creator,Martisha,https://twitter.com/DanielKCrossan,https://instagram.com/danielcrossan,18,86
0xfABaFb6e453DD5D65629Ed618c8a2ce04F2419B7,Bryan Clavel,bryanclavel,https://foundation.app/@bryanclavel,"Bryan Clavel is a commercial portrait and fine art photographer. Most recently, Bryan's work explores the concept of identity and the myriad of skins queerness encompasses.",lillianliu,https://twitter.com/TweetingBryan,,0,34
0x42cF62449008Fb43d086E1F7E31C95cBbbFC2A8a,Craig Paton,craigpaton,https://foundation.app/@craigpaton,"Digital artist and cyberpunk illustrator from Scotland.
#Hardcodeart",RobertCoker,https://twitter.com/CraigPaton,https://instagram.com/craigpatonillustration,213,281
0xc7fB51E5d65fe1731B7e501e6CC1285ae841C7E6,Nameless,nameless,https://foundation.app/@nameless,I do cool art and stuff,getrichnever,https://twitter.com/NamelessNFT_,,1,11
0xb23be5bAeF9983a1c72D186774B537d95c5D218f,Ann Ahoy,annahoy,https://foundation.app/@annahoy,"Ann Ahoy is a German artist living and working in Mexico City.
Her work is characterized by surreal, colorful compositions that explore themes like identity, transformation, womanhood & human nature.",bgervilla_nft,https://twitter.com/Ann_ahoy,,17,57
0x12a0E25E62C1dBD32E505446062B26AECB65F028,dAAAb.eth,dab,https://foundation.app/@dab,"Verified Artist / Collector on MakersPlace, OpenSea, Rarible & Foundation. Participant of Singularity University working on Crypto, AI & Blockchain with funding from HTC, Google, Deloitte, and UNICEF.",IOYOI,https://twitter.com/dAAAb,https://instagram.com/daaab.eth,12,37
0x0713F9c4f6c7FbEF8616e4C5B89aB1b3a0344Cbc,Damon Davis,damondavis,https://foundation.app/@damondavis,"Damon Davis is an award-winning, post-disciplinary artist who works and resides in St. Louis, Missouri. His work explores how identity is informed by power and mythology.",,https://twitter.com/heartacheNpaint,https://instagram.com/damondavis,39,374
0xfc38641c2DBD49BCC0A746C68BAF4ae7BeD4d2F4,Pulkit Kudiwal,pulkit,https://foundation.app/@pulkit,"I am a Digital 2D and 3D artist from India. I have been working in this domain for the last 4 years. I am a self-taught artist, turning my imagination into reality.",mr23,https://twitter.com/PKudiwal,https://instagram.com/pulkit_kudiwal,73,171
0xBc62985fAaBEd27A8f174cbD5Ea1ee7b1Ed8fc12,Gabrielle,gab,https://foundation.app/@gab,gabriellemic.design,gab,,,49,381
0x2F82a1F7A493ffB399f9dC01852E82C5F3310932,Justie,jztye,https://foundation.app/@jztye,"3D Artist, Visual artist based in Indonesia",areahey,https://twitter.com/Alifjustie,,7,33
0xc7A4C6057469156921DD05C986DEfb47C290c32B,Espen Olsen Sætervik,gazedsoul,https://foundation.app/@gazedsoul,Speedpainter,RichJF,https://twitter.com/Gazedsoul,https://instagram.com/espenolsensaetervik,64,124
0xDD9552fF90C3C4B76C82788c63bf6931ce01eA49,Jeremy Biggers,stemandthorn,https://foundation.app/@stemandthorn,Award-Winning Creator. Problem Solver. Fine-Artist. Designer. Photographer. Film Maker.,allo,https://twitter.com/Stemandthorn,https://instagram.com/stemandthorn,5,34
0xE067E65a87967f33E128f64b94d38697F5915da2,Josef Heks,hexaflex,https://foundation.app/@hexaflex,"Australian technical artist in VR, AR, projection & installation. Procedural CG, VR video, holograms & code.
Created for Mastercard, Pfizer, QANTAS, Hyundai, Art Gallery NSW, ACMI & Sydney Opera House",davidportebeckefeld,,,42,54
0x7972C025FF9E467eCb2547D7D474081441522daA,Teemu,teemu,https://foundation.app/@teemu,"Photo/video artist who loves darkness, blade runner, fog and neon lights.
Aka teemu.jpeg/teemusphoto",stfeyes,https://twitter.com/teemusphoto,,6,218
0xBC3Ffa2E6a08C122a56737a14C942fc159Ad4FfD,Gabriella Barouch,gabriellabarouch,https://foundation.app/@gabriellabarouch,Awarded Illustrator. Visual explorer. Designer toys & art collector.,eranhill,https://twitter.com/GabriellaBr,https://instagram.com/gabriellabarouch,37,453
0x795341208819030e936c1Cc201153C8c1d3CC42f,Varun Mummidi,shainefer,https://foundation.app/@shainefer,"Hi, I'm Varun, A self-taught artist with a passion to create nature and photo-realistic environmental scenes",index3d,https://twitter.com/Shai_Nefer_,https://instagram.com/nefershai,54,347
0x7E9b484417E4611EaA201D5f44B76C403D17A780,Dario Cavaliere,dariocavaliere,https://foundation.app/@dariocavaliere,"Motion Designer \ Born in Rome / Based in Amsterdam
All the Artworks are based on my original concept.
Each of them has their own attitude and original background story.",rickgude,https://twitter.com/Dariocavaliere3,https://instagram.com/dariocavaliere01,102,163
0xb5c1aa6Dd6C532011331d578182fE1001EC9C408,W O M K,womk,https://foundation.app/@womk,W o m k Digital Craftsman,dropside,https://twitter.com/MowkOne,,71,81
0xC7Cad6E98AB1BEE343723A2E545b3481CD14648D,Johan Petit,johanpetit,https://foundation.app/@johanpetit,"Johan Petit yes
music
vidio
nice",mattey,https://twitter.com/JohanPetit_NFT,,7,23
0x6dd9C344467c2a1e8b39bdFf818C3864abE1d0B9,VyleArt,vyleart,https://foundation.app/@vyleart,"David Levy is a leading international concept artist and art director who works in the movie and video-game industry. Projects: Tron Legacy, AVATAR 2/3/4/5, StarWars EP9, Prometheus, Ender's Game, etc",scoro5,https://twitter.com/DavidVyleLevy,,0,75
0x2e9bB0B28a9A1b4F73541B374e5c88cE34baA016,Joaquim Mutim,joaquimmutim,https://foundation.app/@joaquimmutim,Joaquim Mutim is exploring digital creations since the end of the 90s. The result is a trip to psychedelic worlds of shapes and colors.,siraj,https://twitter.com/joaquimmutim,https://instagram.com/joaquimmutim,14,27
0xCb82Af6F6614D1F7e1aCD03d70bA18F5cF53bF29,Jan Francis Leon Vanbriel,beambot,https://foundation.app/@beambot,"In multimedia since 2002 , street postering , tags , murals , projections , holograms , video.
Living in Antwerp Belgium.",Musketon,https://twitter.com/BEAMBOT,https://instagram.com/jan_vanbriel,66,98
0x643ce52422B668F0E226dd21B4bB8D3A1fAbcA51,Blind Island,blindisland,https://foundation.app/@blindisland,Motion Design Artist & Loop Lover.,cryptopom,https://twitter.com/_blindisland,https://instagram.com/blindisland,51,105
0x179Cc57231dD0946C51C6850076643CD8071A659,BLHUE,blhue,https://foundation.app/@blhue,BLHUE is a creative collective with various artists from the solar system.,timcet,https://twitter.com/blhuecreative,,8,87
0x8846Bb29F5483cf2C38aC15b639D5c02c93a39A0,Aiden Riekenbrauck,aidenriek,https://foundation.app/@aidenriek,Abstract visuals to please the holes in your eyes.,kefan404,,,0,11
0xF2aD341C86CB9ee14eF64cB880fef2C0026228b1,Davide Sasso,redunchained,https://foundation.app/@redunchained,Photographer and Space Cowboy.,erin,https://twitter.com/RedDeadPanda,https://instagram.com/redunchained,20,61
0x6b7363c08e8C4956b9896e28c8407f72585eDBe6,Barnim,barnim,https://foundation.app/@barnim,Music Producer. Graduated Masters in Music Production in London. Aesthetic Vibe. Lo-Fi Music. Calm Your Mind.,toomuchlag,https://twitter.com/its_Barnim,https://instagram.com/itsbarnim,17,74
0x4d16EDf25371435c6F05594c109b7bcD4c0B181A,Oliver Sin,oliversin,https://foundation.app/@oliversin,Oliver Sin aka Good Sin is an animator and illustrator based in the UK. Making some weird and wonderful things.,pianoandthefox,https://twitter.com/oliversin,,21,128
0xfD8421B555E26b0894Ee0fEe627c289caa2f2766,ItsEndy,itsendyy,https://foundation.app/@itsendyy,Background Artist who loves playing around with vibrant colors,rdhalla,https://twitter.com/ItsEndyy,,4,32
0x20E25213E7f4dB6CD6d034fE9104b86567952261,Arsen Arzumanyan,arsen__design,https://foundation.app/@arsen__design,"Working last 12 years as a Sequence Designer on films and commercials
Past credits include: Ready Player One, Lego Batman, Hunger Games, and 2015s two knock out hits, Fantastic Four and Pixels",jamesvde,https://twitter.com/Arsen__Design,https://instagram.com/arsen__design,67,128
0x1D2fF3fB2B7400e4AE7a18f4feBEDFB02fc8E387,Daniel,dayvancowboy,https://foundation.app/@dayvancowboy,"Professional enthusiast. Currently Program Manager at The Music Center in Los Angeles. Formerly at Lincoln Center, the Skirball Cultural Center, and UCLA.",,https://twitter.com/danesoto,https://instagram.com/danesoto,178,142
0xE726d0598Cfbb879459451B9Df5a481add1f36C2,Mari.K,madmaraca,https://foundation.app/@madmaraca,Voxel Pusher,gordonzuchhold,https://twitter.com/MadMaraca,https://instagram.com/madmaraca,62,1351
0xe11BFCBDd43745d4Aa6f4f18E24aD24f4623af04,cdixon,cdixon,https://foundation.app/@cdixon,cdixon.org,,,,19,223
0x43Ce330f36CDDbCCeC8D0970df933AFab64c7516,AndreasJD,andreasjd,https://foundation.app/@andreasjd,"Generalist at studio Crosby, Stockholm, Sweden.
Former Graphic Designer and Art Director, got into 3D in 2016 and doing it daily since.",yuyatakeda,https://twitter.com/AndreasJd,https://instagram.com/andreasjd,2,20
0xD967dDA9A46a4d0A4ca44B4A7c1b7573a0A3EC28,Andrey Vorobey,vorobey,https://foundation.app/@vorobey,"Andrey Vorobey is a multidisciplinary visual artist.
Uses new technology in art.",bolotenkova,https://twitter.com/vorororobey,https://instagram.com/vororobey,41,36
0x9993Da67f310669D33aB5fE159792582c3BDBF36,Jason Hateart,hateart,https://foundation.app/@hateart,"Digital ink from Siberia.
Work with: Raiffeisen Bank, Obey Giant, Get Taxi, Bershka, Yandex, MTS.",Egor_Golopolosov,https://twitter.com/thehateart,https://instagram.com/thehateart,100,188
0xE61350D0b293b0516a83B610EA835C50D83Dca23,PsychStreetfight,psychstreetfight,https://foundation.app/@psychstreetfight,"Merging Shadow, Light & Violently Bright.",brisseaux,https://twitter.com/Psy_Streetfight,https://instagram.com/psychstreetfight,1,40
0xC474fbBf0509DCB307AD7B4f615fd40706270614,Shqkn,shqkn,https://foundation.app/@shqkn,"They called me Shqkn, so I went with it. I've been in the graphic design field for a few years now, and I think its time I start selling shit",CraigPaton,https://twitter.com/shqknbaby,,25,53
0x26CC866cFbb288FE54164567e5770cdA8E51D70a,Gavin Thin,gavint,https://foundation.app/@gavint,"Hi, This is Gavin here.
I am a VFX artist from Malaysia and love to create interesting contents on multiple style to carry out various feeling to the audiences.",AxelLim,https://twitter.com/GavinThin,,11,55
0x8fCb277d4B318865345a70Ae912D8949E94e0CFB,Eligh,eligh,https://foundation.app/@eligh,"Since 1996, rapping, producing, drawing, Living Legends crewing, film scoring, binaural beat making, girl dad.",,https://twitter.com/eligh,,75,328
0xb4BB62cf25a97d75a11D1848EF23Ce66Ee38d70d,austin adwell,leftandlost,https://foundation.app/@leftandlost,"Hello I'm Austin, I like to make cool shit.",javierlovato,https://twitter.com/LeftLost4,,225,64
0xBF9413213396F031a39d0667bF9a7B73B7E7926e,Justin Lemmon,justinlemmon,https://foundation.app/@justinlemmon,"Justin Lemmon is a Motion Designer and Illustrator based in Detroit, Michigan.",abbiemydudes,https://twitter.com/_JustinLemmon,,8,69
0xFcaC5A7294Cecb6ea23BC087837c80663fe461C0,Brice Laville Saint Martin,bricelaville,https://foundation.app/@bricelaville,Brice Laville Saint Martin is the Creative Director of the hugely popular mobile game Clash Royale.,dyinginkyoto,https://twitter.com/Brice_Supercell,,7,139
0xe06233D6684246ed35CFB07C8970bb8312805602,Dasha Prostova,dariaprostova,https://foundation.app/@dariaprostova,"Hi there!
I am Daria- oil and acrylic painter from Moscow.
My paintings are therapy for mental disorders. That's why I draw only clouds and the sea - it's my meditation.",Vel,https://twitter.com/otkudanebo,https://instagram.com/ku__da,73,506
0xbdD093825071881c0cEe76fc0451D9fD6397f346,Miss_Maquillage,miss_maquillage,https://foundation.app/@miss_maquillage,Miss Maquillage is a fashion designer and 3D artist. Her dreamlike work explores the interplay between materials and textures. her subjects are often depicted with pensive or blissful expressions.,GenuineHumanArt,https://twitter.com/Miss_maquillage,,12,26
0x63D0382aFDa1F68e27a84e94f4cB6bb9542263A3,Max Schwugier,maxschwugier,https://foundation.app/@maxschwugier,"Max Schwugier is a 3D Designer working @Aixsponza in Munich. He studied Interaktive Media in Augsburg, Germany and enjoys exploring the boundaries of 3D simulation and animation.",lachlan,https://twitter.com/MSchwugier,https://instagram.com/maxschwugier,26,170
0x91974314fe64b2415647514f5421CdCcaE7E9514,Alex Konstad,alexkonstad,https://foundation.app/@alexkonstad,"Digital Artist, Pixel Eater, Art Director at Netflix Animation. Past clients include, Sony Animation, Warner Animation, DreamWorks Animation, Wizards of the Coast and Blizzard Entertainment.",RobbieTrevino,https://twitter.com/KonstadAlex,,6,295
0x5B7556FA084116e33aaeB273a511Fdfb35BE0DA0,Jonathan Winbush,winbush,https://foundation.app/@winbush,"Jonathan Winbush is a multi-award winning motion graphics artist that has work with Epic Games, Marvel, Netflix, Warner Bros, DC, & Happy Madison to name a few.
https://lynkfire.com/Winbush",elliepritts,https://twitter.com/JonathanWinbush,https://instagram.com/jonathanwinbush,41,123
0x263E47386006BC8e84872b8976DD4675da640bf6,Peachy,peachy3d,https://foundation.app/@peachy3d,"Peachy is a 3D artist, who creates surreal aesthetic 3D art with tender colours and deep sense, which reminds people that we should enjoy living a life and everything is your hands. ~",pamikov,https://twitter.com/peachy_3d,,72,96
0x0cd9666B4a3957Fca75b8bf1c48B2Dc829D38763,Bedtimes,bedtimesxxx,https://foundation.app/@bedtimesxxx,Trying to ease your pain through imagery and sound.,lebeau,https://twitter.com/_bedtimes,,22,67
0x909A4FDB050B01984A5D02F56555DDBaF1F28Fca,Misha Most,misha_most,https://foundation.app/@misha_most,"Misha's art concern is the Future and the correlation between the Human and Technology.
Author of a 10 800 sq.m. mural world record.
Creator of world's first fully programmed painting drone.",erksenia,https://twitter.com/misha_most,,5,98
0x4384b3ADEA281d95D0D0221f069688396e7F46c4,Goldenkid,gldenkid,https://foundation.app/@gldenkid,I do some kind of art.,Muhcine,https://twitter.com/Gldenkid,,0,16
0xaA74c7c43Cfa1C2a82C428D3b0df606a3223f0Ab,Vj Yarkus,vj_yarkus,https://foundation.app/@vj_yarkus,"Yarkus - media artist since 2008, multiple prize-winner media art contests and festivals, works with audio visual performances, light installations, generative video mapping, motion design, sound art",brage,https://twitter.com/VYarkus,https://instagram.com/vjyarkus,1309,635
0xf4A504B10CfA2Dd098081598213a8f8f6c41041f,Elec,elec,https://foundation.app/@elec,"Hey, I'm Elec! I'm a 16-year-old 3D artist based in the Midwest of the United States, I create whatever intricate thoughts come to my imagination!",Vybz,https://twitter.com/Elecdzn,https://instagram.com/elec_,26,71
0x250B78B844D0eDaD84FbA54eFcFae411b71D9FB0,Jonathan Jones,jonjones,https://foundation.app/@jonjones,"Hey, I'm a 3D Artist. Creativity is contagious, pass it on.",localmachine,https://twitter.com/JonJonesTech,,3,11
0xbA6c8764a47973B5Dd9a422084CdAcc59d65C809,Jos,lookattheparkinglot,https://foundation.app/@lookattheparkinglot,I'm a digital artist from Buenos Aires. I build surreal semi-static worlds to manifest the wonder and absurdity that coexists in everything.,Lunatico,,,32,90
0xAbc9B3AF7ba302c60049Dc826fb2532b37504196,Reva,reva,https://foundation.app/@reva,"Former algorithm engineer in the movie-making industry, VR/AR/MR, with a background in computer graphics. Now I'm a digital artist in China, exploring topics of algo/generative art, fractal art, GLSL.",kefan404,https://twitter.com/Reva_fyw,,23,58
